lead_number,do_not_email,do_not_call,converted,total_visits,total_time_spent_on_website,page_views_per_visit,search,magazine,newspaper_article,update_me_on_upcoming_bike_rallies,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_accessories,update_me_on_discounts,get_updates_on_dm_content,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque
593446,No,No,0,1.0,24,1.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
593445,No,No,0,2.0,1293,2.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
593438,No,No,0,2.0,227,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
593436,No,No,1,4.0,1256,4.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
593433,Yes,No,1,7.0,564,7.0,No,No,No,No,No,No,No,No,No,No,11.0,18.0,No
593432,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
593410,No,No,0,4.0,1106,1.33,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
593407,No,No,0,7.0,423,7.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
593400,Yes,No,0,,926,,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
593398,No,No,0,5.0,431,1.25,No,No,No,No,No,No,No,No,No,No,,,No
593392,No,No,0,10.0,947,5.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
593376,No,No,0,2.0,413,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
593374,Yes,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
593369,No,No,1,3.0,381,3.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
593368,No,No,0,4.0,281,2.0,No,No,No,No,No,No,No,No,No,No,11.0,17.0,No
593359,No,No,0,3.0,39,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593352,Yes,No,0,2.0,858,2.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
593339,No,No,0,2.0,423,2.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
593336,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
593325,No,No,0,4.0,35,4.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
593315,No,No,1,5.0,209,5.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593314,Yes,No,0,4.0,89,2.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
593309,No,No,1,3.0,1141,3.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
593306,No,No,0,6.0,277,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
593305,Yes,No,0,2.0,16,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
593297,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
593292,No,No,1,9.0,945,3.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
593282,No,No,0,2.0,65,2.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
593260,No,No,0,4.0,6,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
593227,No,No,0,1.0,478,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593222,No,No,1,3.0,1083,1.5,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
593220,No,No,0,7.0,43,3.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
593211,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
593208,No,No,1,1.0,967,1.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
593206,No,No,1,3.0,181,3.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
593203,No,No,1,5.0,282,1.67,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
593201,No,No,0,2.0,489,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593169,No,No,0,3.0,358,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
593130,Yes,No,0,20.0,56,1.54,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
593125,No,No,0,6.0,1270,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
593124,No,No,1,2.0,987,1.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
593122,No,No,0,3.0,432,1.5,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
593121,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
593119,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
593112,No,No,0,1.0,132,1.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
593100,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
593095,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
593093,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
593090,No,No,1,7.0,144,7.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
593086,Yes,No,0,17.0,642,2.13,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
593083,No,No,0,3.0,979,1.5,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593071,No,No,0,4.0,407,4.0,No,No,No,No,No,No,No,No,No,No,11.0,18.0,No
593069,No,No,1,4.0,952,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593063,No,No,1,3.0,1199,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
593058,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593057,No,No,0,20.0,1633,2.22,No,No,No,No,No,No,No,No,No,No,,,No
593056,No,No,0,8.0,106,8.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
593051,No,No,0,8.0,813,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
593049,No,No,0,3.0,452,3.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
593040,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
593025,No,No,0,3.0,212,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
593019,No,No,0,4.0,55,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
593016,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
593014,No,No,0,1.0,28,1.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592991,No,No,0,4.0,370,4.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592990,Yes,No,0,3.0,372,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
592987,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592984,No,No,1,2.0,61,2.0,No,No,No,No,No,No,No,No,No,No,10.0,15.0,No
592978,No,No,0,3.0,563,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
592974,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592959,No,No,1,2.0,1379,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592940,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592929,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592928,No,No,0,2.0,69,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592895,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592892,Yes,No,0,2.0,141,2.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
592888,No,No,0,5.0,149,5.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592885,No,No,0,7.0,74,3.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
592880,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592869,No,No,0,5.0,198,5.0,No,No,No,No,No,No,No,No,No,No,16.0,13.0,No
592867,No,No,0,7.0,319,7.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
592866,No,No,0,3.0,306,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
592857,No,No,0,2.0,438,2.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
592855,No,No,0,8.0,139,8.0,Yes,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592851,No,No,0,2.0,362,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592835,No,No,0,2.0,389,2.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
592824,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592812,No,No,0,3.0,471,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592807,No,No,0,1.0,95,1.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
592802,No,No,0,4.0,358,1.33,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592796,No,No,0,18.0,488,6.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
592792,No,No,1,1.0,1385,1.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
592786,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592785,No,No,1,3.0,1486,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592783,No,No,0,4.0,192,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592781,No,No,0,2.0,621,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
592777,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592773,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,14.0,No
592772,No,No,1,13.0,424,4.33,No,No,No,No,No,No,No,No,No,No,,,No
592749,No,No,0,5.0,3,5.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
592745,No,No,0,4.0,158,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
592740,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592736,No,No,1,6.0,1519,1.5,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592734,No,No,0,3.0,372,3.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592731,Yes,No,0,15.0,77,2.14,No,No,No,No,No,No,No,No,No,No,17.0,13.0,No
592728,Yes,No,0,15.0,239,3.75,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
592726,No,No,0,6.0,1135,3.0,No,No,No,No,No,No,No,No,No,No,,,No
592725,Yes,No,0,3.0,38,3.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
592711,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592704,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592698,No,No,1,2.0,1115,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592694,No,No,0,2.0,134,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592692,No,No,0,3.0,1920,1.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
592690,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592684,No,No,1,2.0,273,2.0,No,No,No,No,No,No,No,No,No,No,13.0,14.0,No
592683,No,No,1,5.0,1290,1.67,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
592678,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592676,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592667,No,No,1,2.0,890,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592664,No,No,0,2.0,291,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592657,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,14.0,No
592654,No,No,0,4.0,74,4.0,No,No,No,No,No,No,No,No,No,No,10.0,19.0,No
592650,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
592648,No,No,0,2.0,1601,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592638,No,No,0,2.0,143,2.0,No,No,No,No,No,No,No,No,No,No,11.0,18.0,No
592628,No,No,1,10.0,575,3.33,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
592625,No,No,1,4.0,1823,4.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
592608,Yes,No,1,27.0,212,2.45,No,No,No,No,No,No,No,No,No,No,17.0,18.0,No
592599,No,No,0,5.0,164,2.5,No,No,No,No,No,No,No,No,No,No,11.0,16.0,No
592598,No,No,1,3.0,1563,1.5,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
592597,No,No,1,8.0,311,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
592591,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592590,Yes,No,0,2.0,30,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592589,Yes,No,1,4.0,1866,4.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
592566,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592563,No,No,0,2.0,339,2.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
592556,No,No,0,4.0,173,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592552,No,No,0,3.0,331,1.5,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
592530,No,No,1,2.0,1277,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592525,No,No,1,2.0,1881,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
592524,No,No,0,1.0,174,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592518,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592511,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592510,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592505,No,No,1,6.0,1104,6.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592500,Yes,No,0,6.0,358,6.0,No,No,No,No,No,No,No,No,No,No,17.0,16.0,No
592497,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592484,No,No,1,2.0,15,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592449,No,No,0,2.0,1627,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592446,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592439,Yes,No,0,1.0,353,1.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592438,No,No,1,5.0,1374,2.5,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592427,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592426,No,No,0,2.0,871,2.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
592425,No,No,1,5.0,933,5.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592424,No,No,1,1.0,396,1.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
592422,No,No,1,2.0,1062,1.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
592418,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592415,No,No,1,6.0,798,6.0,No,No,No,No,No,No,No,No,No,No,16.0,20.0,No
592414,No,No,1,3.0,1090,3.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
592413,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
592408,No,No,1,4.0,1285,4.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
592407,No,No,1,6.0,86,6.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
592406,No,No,0,5.0,193,5.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
592405,No,No,1,3.0,1513,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
592399,No,No,0,2.0,133,2.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
592393,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592384,No,No,0,5.0,124,2.5,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592374,No,No,0,9.0,414,9.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592372,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592370,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592358,No,No,0,3.0,2,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592354,No,No,1,4.0,1025,4.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
592353,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592345,No,No,0,5.0,1224,5.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
592343,No,No,1,10.0,1798,5.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
592340,No,No,1,5.0,1722,5.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
592337,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592334,No,No,1,2.0,1386,2.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592321,No,No,0,4.0,188,4.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
592317,Yes,No,0,4.0,503,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
592316,No,No,0,2.0,128,1.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
592314,Yes,No,1,2.0,1136,2.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592307,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592306,No,No,0,5.0,191,5.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592297,No,No,0,7.0,20,2.33,No,No,No,No,No,No,No,No,No,No,11.0,18.0,No
592289,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592244,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
592240,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592231,No,No,0,8.0,191,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592219,No,No,0,4.0,54,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592218,No,No,0,2.0,127,2.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
592209,No,No,1,11.0,1049,2.2,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
592208,Yes,No,0,3.0,356,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592207,Yes,No,0,2.0,86,1.0,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
592201,No,No,1,10.0,1618,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592198,No,No,1,5.0,1335,5.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
592174,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
592170,No,No,1,2.0,1319,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
592165,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592160,No,No,0,7.0,159,7.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592136,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592130,No,No,1,6.0,1522,3.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
592122,No,No,1,4.0,452,4.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
592113,No,No,1,6.0,36,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592101,No,No,0,2.0,327,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
592100,No,No,1,4.0,117,4.0,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
592087,No,No,1,9.0,1018,3.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
592040,No,No,0,2.0,155,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592031,No,No,1,3.0,77,3.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
592016,No,No,0,1.0,343,1.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
592015,Yes,No,0,12.0,1252,12.0,No,No,No,No,No,No,No,No,No,No,18.0,15.0,No
592012,No,No,1,3.0,755,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
592004,No,No,0,2.0,1392,2.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
591990,No,No,1,7.0,248,7.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
591983,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591979,No,No,0,2.0,233,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591978,No,No,0,2.0,377,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591977,Yes,No,0,5.0,433,5.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
591970,Yes,No,0,1.0,141,1.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
591968,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
591960,No,No,1,3.0,813,1.5,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
591937,No,No,1,7.0,1585,1.4,No,No,No,No,No,No,No,No,No,No,13.0,14.0,No
591933,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591928,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
591923,No,No,0,4.0,13,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591909,No,No,1,6.0,981,6.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591908,No,No,1,3.0,1622,3.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
591899,No,No,0,4.0,395,1.33,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
591894,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591888,No,No,0,2.0,298,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591848,Yes,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
591837,No,No,1,4.0,665,4.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
591835,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591832,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591831,No,No,0,3.0,952,3.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
591826,No,No,0,3.0,50,3.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
591823,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591818,No,No,0,4.0,449,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591812,Yes,No,0,2.0,261,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591807,No,No,0,9.0,939,9.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591805,No,No,0,2.0,418,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
591797,No,No,1,5.0,1978,5.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
591793,No,No,1,27.0,350,5.4,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
591788,No,No,0,2.0,1410,2.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
591786,No,No,1,4.0,475,4.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
591765,Yes,No,0,4.0,183,4.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
591762,No,No,0,4.0,77,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591760,No,No,0,1.0,300,1.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
591756,No,No,0,2.0,599,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
591747,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591739,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591722,No,No,1,9.0,846,9.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
591718,No,No,1,23.0,1295,3.29,No,No,No,No,No,No,No,No,No,No,16.0,11.0,No
591717,No,No,1,2.0,1105,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
591705,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
591703,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591695,No,No,0,5.0,404,5.0,No,No,No,No,No,No,No,No,No,No,16.0,14.0,No
591694,No,No,1,3.0,886,3.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
591689,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
591687,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
591682,No,No,0,9.0,155,1.5,No,No,No,No,No,No,No,No,No,No,,,No
591675,No,No,1,3.0,1019,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
591662,Yes,No,0,2.0,36,2.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
591659,Yes,No,0,1.0,504,1.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
591657,No,No,0,4.0,237,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591654,No,No,0,6.0,20,6.0,No,No,No,No,No,No,No,No,No,No,16.0,14.0,No
591651,No,No,0,3.0,1421,3.0,No,No,No,No,No,No,No,No,No,No,11.0,19.0,No
591648,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
591639,Yes,No,0,2.0,1790,2.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
591622,No,No,0,3.0,986,3.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591620,No,No,1,2.0,252,1.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
591612,No,No,1,4.0,1200,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
591606,No,No,0,6.0,461,2.0,No,No,No,No,No,No,No,No,No,No,,,No
591605,No,No,0,2.0,364,2.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
591603,No,No,0,2.0,42,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
591602,No,No,1,4.0,370,4.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
591598,No,No,0,3.0,139,3.0,No,No,No,No,No,No,No,No,No,No,17.0,18.0,No
591597,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
591596,No,No,0,3.0,59,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
